,0,1,2,3,4,5,6,7
4_RNA,0.7148706912994385,0.7345802783966064,-1.2110295295715332,0.5294063091278076,-0.3083156943321228,-2.6808269023895264,-0.010395362973213196,0.1281486600637436
6_RNA,0.39357221126556396,0.8174746036529541,-1.2094756364822388,0.4088982343673706,0.0041855089366436005,-2.2633755207061768,-0.052533701062202454,-0.049134865403175354
8_RNA,0.6193482875823975,0.934410572052002,-1.3889143466949463,0.5465911626815796,-0.032018352299928665,-2.7160441875457764,0.007632657885551453,0.06328211724758148
13_RNA,0.578872799873352,0.6620242595672607,-1.0594230890274048,0.40546852350234985,-0.1543460339307785,-2.595038652420044,0.2545843720436096,0.4168456792831421
16_RNA,0.5164279937744141,0.6850945949554443,-0.9433349370956421,0.34821856021881104,-0.40357011556625366,-2.598482847213745,0.20585481822490692,0.58678138256073
21_RNA,0.47779011726379395,0.7268788814544678,-1.048995018005371,0.3463194966316223,-0.25011759996414185,-2.4710326194763184,0.1359678953886032,0.3690692186355591
24_RNA,0.4959225654602051,0.6929217576980591,-0.9472397565841675,0.3965427279472351,-0.35911470651626587,-2.5732173919677734,0.15530924499034882,0.500818133354187
26_RNA,0.44061756134033203,0.8107635974884033,-1.252036213874817,0.3788261413574219,0.037523817270994186,-2.2953991889953613,0.010350987315177917,-0.015017881989479065
29_RNA,0.5069022178649902,0.7556065320968628,-1.1539435386657715,0.6252834796905518,-0.1009771078824997,-2.8743059635162354,0.2199064940214157,0.2044670432806015
34_RNA,0.9502806663513184,0.5997610092163086,-1.0647122859954834,0.5892336368560791,-0.37477177381515503,-2.5100338459014893,-0.18174441158771515,0.197585329413414
38_RNA,0.6112421751022339,0.6332707405090332,-1.089377999305725,0.3826504945755005,-0.09375540912151337,-2.6029391288757324,0.3240874409675598,0.42091357707977295
44_RNA,0.5326328277587891,0.8757740259170532,-0.8383644223213196,0.8051798343658447,-0.6783904433250427,-3.10380220413208,-0.0912514477968216,0.6295753717422485
45_RNA,0.8767379522323608,0.6367424726486206,-1.0742168426513672,0.6298143863677979,-0.3238324522972107,-2.612990617752075,-0.11726029217243195,0.20747749507427216
47_RNA,0.5010055303573608,0.7601686716079712,-1.1698389053344727,0.3362690210342407,-0.10825435817241669,-2.435128688812256,0.1378716677427292,0.24370156228542328
50_RNA,0.6027969121932983,0.6211804151535034,-1.0479884147644043,0.3823156952857971,-0.14405350387096405,-2.61537766456604,0.32714468240737915,0.4675072431564331
51_RNA,0.46551239490509033,0.6834239959716797,-0.8563265204429626,0.4010034203529358,-0.4846941828727722,-2.590282917022705,0.13045303523540497,0.5898021459579468
53_RNA,0.4329867362976074,0.5894560813903809,-0.8827651143074036,0.4782714247703552,-0.16220633685588837,-2.3666975498199463,0.09364192187786102,0.2620605230331421
54_RNA,0.40135037899017334,0.6789407730102539,-0.8589919209480286,0.35054922103881836,-0.45855969190597534,-2.45816969871521,0.0977281779050827,0.5060573816299438
58_RNA,0.63209068775177,0.6508896350860596,-0.9642391204833984,0.6187982559204102,-0.3601817488670349,-2.6986448764801025,0.01862780749797821,0.3049110174179077
60_RNA,0.787306547164917,0.7573047876358032,-1.1349270343780518,0.764934778213501,-0.3115832209587097,-2.902597665786743,-0.07750304043292999,0.19153104722499847
80_RNA,0.5246726274490356,0.6383352279663086,-0.9321747422218323,0.5417273044586182,-0.21326212584972382,-2.6438517570495605,0.1779528111219406,0.4042931795120239
82_RNA,1.0049304962158203,0.6825902462005615,-1.1904795169830322,0.5420773029327393,-0.5142282843589783,-2.529559850692749,-0.2935071587562561,0.11046122014522552
83_RNA,0.6236833333969116,0.7873129844665527,-1.4365191459655762,0.2262173891067505,0.16880221664905548,-2.4126956462860107,0.2807233929634094,0.13106165826320648
86_RNA,0.5144160985946655,0.7566595077514648,-1.25191068649292,0.3760308623313904,0.06859512627124786,-2.386620283126831,0.13088147342205048,0.0769113153219223
87_RNA,0.5924155712127686,0.6506099700927734,-1.0669066905975342,0.5222320556640625,-0.04910175874829292,-2.6432011127471924,0.23446480929851532,0.3175581693649292
89_RNA,0.5558967590332031,0.8744193315505981,-1.2574758529663086,0.5269461870193481,-0.12564866244792938,-2.6246912479400635,-0.019007280468940735,0.10951720178127289
90_RNA,0.25346624851226807,0.5912926197052002,-0.7218064069747925,0.3683842420578003,-0.3346783518791199,-1.9554669857025146,-0.1703689843416214,0.17653952538967133
92_RNA,0.6138370037078857,0.4694051444530487,-0.681674599647522,0.7865803241729736,-0.0767473429441452,-2.6876718997955322,0.1920565813779831,0.513470470905304
95_RNA,0.5540357828140259,0.6233049631118774,-0.9508256912231445,0.4470595717430115,-0.23719386756420135,-2.605656147003174,0.2308017462491989,0.4719499349594116
98_RNA,0.573236346244812,0.6784188747406006,-1.1108202934265137,0.3230176568031311,-0.14240853488445282,-2.5355565547943115,0.27416473627090454,0.4094306230545044
103_RNA,0.5793893337249756,0.6455827951431274,-1.001677393913269,0.4094640016555786,-0.23274533450603485,-2.6349003314971924,0.2665044665336609,0.5002774000167847
105_RNA,0.8003711700439453,0.6787745952606201,-1.0793728828430176,0.691535234451294,-0.2663394808769226,-2.746980905532837,-0.04581291973590851,0.22623620927333832
109_RNA,0.4738503694534302,0.7422723770141602,-1.0563461780548096,0.38468432426452637,-0.2314477413892746,-2.4742372035980225,0.09751527011394501,0.32419145107269287
110_RNA,0.598202109336853,0.8087772130966187,-0.9540594220161438,0.6751718521118164,-0.4712286591529846,-2.8159382343292236,-0.08876307308673859,0.4382871389389038
113_RNA,0.4915740489959717,0.7313650846481323,-1.0170471668243408,0.40379810333251953,-0.28734105825424194,-2.543325424194336,0.11997120082378387,0.4042912721633911
114_RNA,0.798534631729126,0.6912647485733032,-1.1353745460510254,0.608196496963501,-0.3110184073448181,-2.6823723316192627,-0.06243021786212921,0.179399773478508
115_RNA,0.5488688945770264,0.6427891254425049,-0.9367839694023132,0.3907824754714966,-0.3375611901283264,-2.6286587715148926,0.2465248554944992,0.5711101293563843
117_RNA,0.5100712776184082,0.6249862909317017,-0.8711020350456238,0.5526919364929199,-0.277265727519989,-2.6312742233276367,0.146540567278862,0.4393986463546753
119_RNA,0.6095690727233887,0.7187056541442871,-1.1916453838348389,0.32184600830078125,-0.087550088763237,-2.5514233112335205,0.2664329409599304,0.368564248085022
126_RNA,0.694648027420044,0.6527838706970215,-1.2262451648712158,0.283489465713501,-0.006800342351198196,-2.6198344230651855,0.4290770888328552,0.44590866565704346
133_RNA,0.6460074186325073,0.7176594734191895,-1.300633430480957,0.24685287475585938,0.031611036509275436,-2.5215389728546143,0.35231322050094604,0.32743561267852783
138_RNA,0.591330885887146,0.6393686532974243,-1.022763729095459,0.3744218945503235,-0.21883206069469452,-2.6322784423828125,0.3054603934288025,0.5178676843643188
140_RNA,0.5015190839767456,0.710671067237854,-1.0300488471984863,0.33596694469451904,-0.2821090817451477,-2.507840871810913,0.1718844622373581,0.43690741062164307
141_RNA,0.5916526317596436,0.690031886100769,-1.0045373439788818,0.4405703544616699,-0.3386985659599304,-2.5869290828704834,0.09709088504314423,0.4177919626235962
144_RNA,0.5859521627426147,0.7560081481933594,-1.2946529388427734,0.2856881022453308,0.030539821833372116,-2.453946828842163,0.2399708479642868,0.2211223691701889
146_RNA,0.6296566724777222,0.8255510330200195,-1.1628679037094116,0.5160083770751953,-0.3210528492927551,-2.5744640827178955,-0.11973364651203156,0.18595729768276215
150_RNA,0.6906521320343018,0.7029136419296265,-1.0809276103973389,0.7094137668609619,-0.18245522677898407,-2.8312008380889893,0.06306807696819305,0.24128518998622894
153_RNA,0.28371310234069824,0.7706644535064697,-1.0353682041168213,0.37903738021850586,-0.1791807860136032,-2.192302703857422,-0.0897715836763382,0.045371875166893005
154_RNA,0.7145711183547974,0.5782821178436279,-0.9674083590507507,0.6633946895599365,-0.11760561168193817,-2.650045156478882,0.0974368304014206,0.2938460111618042
163_RNA,0.5937684774398804,0.7650606632232666,-1.2391386032104492,0.50539231300354,-0.23776476085186005,-2.7374422550201416,0.10214535892009735,0.12247626483440399
167_RNA,0.5582340955734253,0.6372195482254028,-0.9780750870704651,0.44765186309814453,-0.21902553737163544,-2.6257619857788086,0.24118582904338837,0.46221911907196045
171_RNA,0.7282087802886963,0.792690634727478,-1.1880619525909424,0.5328735113143921,-0.2516304850578308,-2.8789021968841553,0.16281692683696747,0.4310351610183716
172_RNA,0.6460357904434204,0.5988327264785767,-1.0974369049072266,0.31741535663604736,-0.09415297210216522,-2.61668062210083,0.41839295625686646,0.5013054609298706
176_RNA,0.5448011159896851,0.7779390811920166,-0.8707528710365295,0.6336733102798462,-0.5994625687599182,-2.7500619888305664,-0.1238601952791214,0.46794307231903076
178_RNA,0.5238872766494751,0.8063304424285889,-1.3608675003051758,0.2965059280395508,0.12161166965961456,-2.3400418758392334,0.14267592132091522,0.03342615067958832
185_RNA,0.5643396377563477,0.8288272619247437,-1.1687941551208496,0.4972107410430908,-0.2642754912376404,-2.487128496170044,-0.13474328815937042,0.10800610482692719
186_RNA,0.46521425247192383,0.6539928913116455,-0.9094874262809753,0.26048755645751953,-0.4373902678489685,-2.4945149421691895,0.22763805091381073,0.6035650968551636
188_RNA,0.5343823432922363,0.8127944469451904,-1.4460594654083252,0.3324335813522339,0.2861437201499939,-2.294858694076538,0.1291387528181076,-0.12795962393283844
198_RNA,0.706658124923706,1.0373423099517822,-1.5610089302062988,0.6297518014907837,0.06544668972492218,-2.9334356784820557,0.036052390933036804,0.016533955931663513
199_RNA,0.6303458213806152,0.73167884349823,-1.191453456878662,0.5359117984771729,-0.2285095900297165,-2.716108560562134,0.08359234035015106,0.14995793998241425
200_RNA,0.6726412773132324,0.70501708984375,-1.11879301071167,0.6345455646514893,-0.20114676654338837,-2.769787073135376,0.07005755603313446,0.20708756148815155
201_RNA,0.5987945795059204,0.7507469654083252,-0.8396918177604675,0.625891923904419,-0.6451074481010437,-2.7927627563476562,-0.0888272076845169,0.5663949251174927
